CustomerID,Date,Day,Time,Trip,HomeLat,HomeLon,OfficeLat,OfficeLon,DistanceKM,TrafficLevel,ETA_Minutes,HourOfDay,IsWeekday
CUST_001,2025-01-23,Thursday,06:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,22.02,Low,48.94,6,1
CUST_001,2025-01-24,Friday,13:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,22.97,Medium,69.72,13,1
CUST_001,2025-01-24,Friday,08:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,24.89,Low,44.18,8,1
CUST_001,2025-01-25,Saturday,09:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.88,High,55.1,9,0
CUST_001,2025-01-25,Saturday,21:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,15.18,Medium,50.61,21,0
CUST_001,2025-01-26,Sunday,19:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,24.46,Low,53.11,19,0
CUST_001,2025-01-26,Sunday,07:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,15.05,High,60.07,7,0
CUST_001,2025-01-27,Monday,06:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,9.6,High,45.22,6,1
CUST_001,2025-01-27,Monday,22:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,23.81,Low,49.44,22,1
CUST_001,2025-01-28,Tuesday,19:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,22.67,Low,44.75,19,1
CUST_001,2025-01-28,Tuesday,19:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.45,Low,34.46,19,1
CUST_001,2025-01-29,Wednesday,06:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.71,Medium,47.38,6,1
CUST_001,2025-01-29,Wednesday,08:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.41,Medium,19.65,8,1
CUST_001,2025-01-30,Thursday,20:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,12.17,High,53.56,20,1
CUST_001,2025-01-30,Thursday,22:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,18.94,High,76.0,22,1
CUST_001,2025-01-31,Friday,21:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,10.87,High,36.35,21,1
CUST_001,2025-01-31,Friday,18:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,15.23,Low,28.11,18,1
CUST_001,2025-02-01,Saturday,09:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,8.89,Medium,27.72,9,0
CUST_001,2025-02-01,Saturday,20:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.58,High,67.12,20,0
CUST_001,2025-02-02,Sunday,22:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,5.78,High,19.0,22,0
CUST_001,2025-02-02,Sunday,06:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,20.4,Low,39.26,6,0
CUST_001,2025-02-03,Monday,12:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,21.84,Medium,75.38,12,1
CUST_001,2025-02-03,Monday,21:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,24.39,Medium,76.09,21,1
CUST_001,2025-02-04,Tuesday,22:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,10.42,Medium,27.7,22,1
CUST_001,2025-02-04,Tuesday,06:30,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,10.0,Medium,37.66,6,1
CUST_001,2025-02-05,Wednesday,21:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,18.2,Low,37.65,21,1
CUST_001,2025-02-05,Wednesday,10:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.6,High,88.73,10,1
CUST_001,2025-02-06,Thursday,17:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,12.12,Low,22.68,17,1
CUST_001,2025-02-06,Thursday,10:30,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,5.81,Medium,13.69,10,1
CUST_001,2025-02-07,Friday,10:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,5.34,Medium,5.0,10,1
CUST_001,2025-02-07,Friday,06:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,13.68,High,50.0,6,1
CUST_001,2025-02-08,Saturday,15:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,17.7,Medium,53.11,15,0
CUST_001,2025-02-08,Saturday,10:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,8.26,High,36.51,10,0
CUST_001,2025-02-09,Sunday,07:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,22.34,High,90.0,7,0
CUST_001,2025-02-09,Sunday,08:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,7.57,Low,19.89,8,0
CUST_001,2025-02-10,Monday,16:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,17.52,Low,36.33,16,1
CUST_001,2025-02-10,Monday,22:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,11.38,Medium,31.27,22,1
CUST_001,2025-02-11,Tuesday,15:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,11.81,High,44.39,15,1
CUST_001,2025-02-11,Tuesday,18:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,22.55,Low,43.46,18,1
CUST_001,2025-02-12,Wednesday,09:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,13.47,High,53.78,9,1
CUST_001,2025-02-12,Wednesday,22:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.61,High,66.98,22,1
CUST_001,2025-02-13,Thursday,10:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,13.58,Low,23.19,10,1
CUST_001,2025-02-13,Thursday,22:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,15.11,Low,33.85,22,1
CUST_001,2025-02-14,Friday,18:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,7.0,Low,15.49,18,1
CUST_001,2025-02-14,Friday,20:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,13.97,High,55.28,20,1
CUST_001,2025-02-15,Saturday,17:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.07,Low,35.69,17,0
CUST_001,2025-02-15,Saturday,12:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,23.62,Medium,73.92,12,0
CUST_001,2025-02-16,Sunday,12:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,15.99,Low,33.47,12,0
CUST_001,2025-02-16,Sunday,16:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,24.37,Low,56.45,16,0
CUST_001,2025-02-17,Monday,15:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,17.36,Low,33.54,15,1
CUST_001,2025-02-17,Monday,13:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,12.93,High,57.18,13,1
CUST_001,2025-02-18,Tuesday,07:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,15.27,Medium,51.11,7,1
CUST_001,2025-02-18,Tuesday,12:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.84,Medium,48.32,12,1
CUST_001,2025-02-19,Wednesday,17:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.1,Medium,55.91,17,1
CUST_001,2025-02-19,Wednesday,13:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,21.46,High,85.8,13,1
CUST_001,2025-02-20,Thursday,06:30,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.67,Medium,47.48,6,1
CUST_001,2025-02-20,Thursday,06:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,13.73,Medium,29.87,6,1
CUST_001,2025-02-21,Friday,17:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,24.4,Low,47.57,17,1
CUST_001,2025-02-21,Friday,16:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.48,High,25.43,16,1
CUST_001,2025-02-22,Saturday,20:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,9.34,High,47.25,20,0
CUST_001,2025-02-22,Saturday,08:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.74,High,75.44,8,0
CUST_001,2025-02-23,Sunday,17:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,24.01,Medium,82.1,17,0
CUST_001,2025-02-23,Sunday,13:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,8.76,Medium,22.57,13,0
CUST_001,2025-02-24,Monday,13:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,9.59,Low,20.75,13,1
CUST_001,2025-02-24,Monday,06:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,21.28,Low,51.18,6,1
CUST_001,2025-02-25,Tuesday,18:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.52,Medium,13.5,18,1
CUST_001,2025-02-25,Tuesday,18:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,5.53,Low,19.48,18,1
CUST_001,2025-02-26,Wednesday,06:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,24.75,Low,55.8,6,1
CUST_001,2025-02-26,Wednesday,22:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.27,Low,9.42,22,1
CUST_001,2025-02-27,Thursday,08:30,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,10.47,High,43.07,8,1
CUST_001,2025-02-27,Thursday,10:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,23.26,High,90.0,10,1
CUST_001,2025-02-28,Friday,10:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,23.9,Medium,65.47,10,1
CUST_001,2025-02-28,Friday,14:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,10.03,Low,17.13,14,1
CUST_001,2025-03-01,Saturday,18:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,9.57,Low,5.0,18,0
CUST_001,2025-03-01,Saturday,08:30,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,11.16,Low,21.08,8,0
CUST_001,2025-03-02,Sunday,17:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.77,High,22.38,17,0
CUST_001,2025-03-02,Sunday,20:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,20.1,Low,38.97,20,0
CUST_001,2025-03-03,Monday,19:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,21.1,High,89.27,19,1
CUST_001,2025-03-03,Monday,20:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.82,Medium,12.37,20,1
CUST_001,2025-03-04,Tuesday,11:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,20.67,Medium,66.53,11,1
CUST_001,2025-03-04,Tuesday,10:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,7.94,Low,17.4,10,1
CUST_001,2025-03-05,Wednesday,15:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,10.16,Low,20.3,15,1
CUST_001,2025-03-05,Wednesday,18:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,17.67,High,72.53,18,1
CUST_001,2025-03-06,Thursday,20:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.2,High,64.22,20,1
CUST_001,2025-03-06,Thursday,09:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,18.93,Low,34.12,9,1
CUST_001,2025-03-07,Friday,08:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.48,Low,29.31,8,1
CUST_001,2025-03-07,Friday,10:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,10.57,Low,22.77,10,1
CUST_001,2025-03-08,Saturday,11:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,15.69,Medium,41.46,11,0
CUST_001,2025-03-08,Saturday,20:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,18.76,Medium,50.93,20,0
CUST_001,2025-03-09,Sunday,16:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,12.55,Low,29.01,16,0
CUST_001,2025-03-09,Sunday,22:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,8.69,High,31.91,22,0
CUST_001,2025-03-10,Monday,20:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,23.48,Medium,63.47,20,1
CUST_001,2025-03-10,Monday,07:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.25,High,31.27,7,1
CUST_001,2025-03-11,Tuesday,12:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,22.9,Medium,67.06,12,1
CUST_001,2025-03-11,Tuesday,20:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,10.38,Low,24.92,20,1
CUST_001,2025-03-12,Wednesday,15:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,11.44,High,46.11,15,1
CUST_001,2025-03-12,Wednesday,22:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.87,Medium,46.59,22,1
CUST_001,2025-03-13,Thursday,08:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.97,High,67.06,8,1
CUST_001,2025-03-13,Thursday,20:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.73,High,69.48,20,1
CUST_001,2025-03-14,Friday,15:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,11.75,Medium,28.74,15,1
CUST_001,2025-03-14,Friday,18:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,17.12,Low,36.97,18,1
CUST_001,2025-03-15,Saturday,11:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,9.92,Medium,27.03,11,0
CUST_001,2025-03-15,Saturday,14:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.03,High,20.16,14,0
CUST_001,2025-03-16,Sunday,13:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,24.65,High,90.0,13,0
CUST_001,2025-03-16,Sunday,16:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,5.11,Medium,19.49,16,0
CUST_001,2025-03-17,Monday,22:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,8.42,High,36.28,22,1
CUST_001,2025-03-17,Monday,16:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.53,Low,32.89,16,1
CUST_001,2025-03-18,Tuesday,17:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,8.74,Medium,22.04,17,1
CUST_001,2025-03-18,Tuesday,22:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,7.3,Medium,24.83,22,1
CUST_001,2025-03-19,Wednesday,19:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.75,Medium,19.93,19,1
CUST_001,2025-03-19,Wednesday,16:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.04,Medium,12.54,16,1
CUST_001,2025-03-20,Thursday,15:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,6.27,Medium,23.43,15,1
CUST_001,2025-03-20,Thursday,06:30,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,18.63,Low,34.61,6,1
CUST_001,2025-03-21,Friday,14:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.46,Medium,35.25,14,1
CUST_001,2025-03-21,Friday,22:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,21.61,Medium,60.09,22,1
CUST_001,2025-03-22,Saturday,19:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.62,Low,36.9,19,0
CUST_001,2025-03-22,Saturday,06:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.43,Low,33.15,6,0
CUST_001,2025-03-23,Sunday,13:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,20.91,Medium,65.09,13,0
CUST_001,2025-03-23,Sunday,10:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,9.71,Medium,31.33,10,0
CUST_001,2025-03-24,Monday,09:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,22.54,Low,42.78,9,1
CUST_001,2025-03-24,Monday,13:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,22.99,Low,54.76,13,1
CUST_001,2025-03-25,Tuesday,11:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.95,High,71.25,11,1
CUST_001,2025-03-25,Tuesday,20:30,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,15.64,Low,35.86,20,1
CUST_001,2025-03-26,Wednesday,13:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,17.48,High,61.35,13,1
CUST_001,2025-03-26,Wednesday,13:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,7.79,High,27.62,13,1
CUST_001,2025-03-27,Thursday,20:00,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.91,Medium,45.56,20,1
CUST_001,2025-03-27,Thursday,11:00,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,11.23,Low,23.61,11,1
CUST_001,2025-03-28,Friday,06:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,9.09,Medium,29.48,6,1
CUST_001,2025-03-28,Friday,06:15,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,21.43,High,87.24,6,1
CUST_001,2025-03-29,Saturday,20:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,14.14,High,54.52,20,0
CUST_001,2025-03-29,Saturday,20:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.45,Medium,60.07,20,0
CUST_001,2025-03-30,Sunday,09:45,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.32,High,72.43,9,0
CUST_001,2025-03-30,Sunday,15:45,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,16.67,High,64.31,15,0
CUST_001,2025-03-31,Monday,20:15,To Home,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,23.95,Medium,72.67,20,1
CUST_001,2025-03-31,Monday,06:30,To Office,12.912362035654208,77.69014286128198,13.01959818254342,77.61973169683941,19.52,High,90.0,6,1
CUST_002,2025-01-01,Wednesday,13:30,To Home,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,8.05,High,26.03,13,1
CUST_002,2025-01-01,Wednesday,19:45,To Home,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,21.81,High,90.0,19,1
CUST_002,2025-01-02,Thursday,06:15,To Office,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,9.72,Medium,40.83,6,1
CUST_002,2025-01-02,Thursday,20:00,To Home,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,19.88,Medium,62.07,20,1
CUST_002,2025-01-03,Friday,14:30,To Home,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,12.96,Low,18.77,14,1
CUST_002,2025-01-03,Friday,22:45,To Home,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,9.49,High,25.16,22,1
CUST_002,2025-01-04,Saturday,12:45,To Home,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,13.38,Low,31.73,12,0
CUST_002,2025-01-04,Saturday,22:30,To Home,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,24.51,Low,40.54,22,0
CUST_002,2025-01-05,Sunday,22:45,To Home,13.079635484745083,77.61302663671785,13.008995247163067,77.68449987623546,13.29,High,53.17,22,0
